Date, Open, High, Low, Close,%Change
06/01/17,2415.65,2430.06,2413.54,2430.06,0.757
05/31/17,2415.63,2415.99,2403.59,2411.8,-0.046
05/30/17,2411.67,2415.26,2409.43,2412.91,-0.120
05/26/17,2414.5,2416.68,2412.2,2415.82,0.031
05/25/17,2409.54,2418.71,2408.01,2415.07,0.444
05/24/17,2401.41,2405.58,2397.99,2404.39,0.249
05/23/17,2397.04,2400.85,2393.88,2398.42,0.184
05/22/17,2387.21,2395.46,2386.92,2394.02,0.516
05/19/17,2371.37,2389.06,2370.43,2381.73,0.677
05/18/17,2354.69,2375.74,2352.72,2365.72,0.369
05/17/17,2382.95,2384.87,2356.21,2357.03,-1.818
05/16/17,2404.55,2405.77,2396.05,2400.67,-0.069
05/15/17,2393.98,2404.05,2393.94,2402.32,0.478
05/12/17,2392.44,2392.44,2387.19,2390.9,-0.148
05/11/17,2394.84,2395.72,2381.74,2394.44,-0.216
05/10/17,2396.79,2399.74,2392.79,2399.63,0.113
05/09/17,2401.58,2403.87,2392.44,2396.92,-0.103
05/08/17,2399.94,2401.36,2393.92,2399.38,0.004
05/05/17,2392.37,2399.29,2389.38,2399.29,0.409
05/04/17,2389.79,2391.43,2380.35,2389.52,0.058
05/03/17,2386.5,2389.82,2379.75,2388.13,-0.127
05/02/17,2391.05,2392.93,2385.82,2391.17,0.119
05/01/17,2388.5,2394.49,2384.83,2388.33,0.173
04/28/17,2393.68,2393.68,2382.36,2384.2,-0.191
04/27/17,2389.7,2392.1,2382.68,2388.77,0.055
04/26/17,2388.98,2398.16,2386.76,2387.45,-0.049
04/25/17,2381.51,2392.48,2381.15,2388.61,0.609
04/24/17,2370.33,2376.98,2369.19,2374.15,1.084
04/21/17,2354.74,2356.18,2344.51,2348.69,-0.304
04/20/17,2342.69,2361.37,2340.91,2355.84,0.756
04/19/17,2346.79,2352.63,2335.05,2338.17,-0.172
04/18/17,2342.53,2348.35,2334.54,2342.19,-0.290
04/17/17,2332.62,2349.14,2332.51,2349.01,0.861
04/13/17,2341.98,2348.26,2328.95,2328.95,-0.681
04/12/17,2352.15,2352.72,2341.18,2344.93,-0.376
04/11/17,2353.92,2355.22,2337.25,2353.78,-0.143
04/10/17,2357.16,2366.37,2351.5,2357.16,0.069
04/07/17,2356.59,2363.76,2350.74,2355.54,-0.083
04/06/17,2353.79,2364.16,2348.9,2357.49,0.193
04/05/17,2366.59,2378.36,2350.52,2352.95,-0.305
04/04/17,2354.76,2360.53,2350.72,2360.16,0.056
04/03/17,2362.34,2365.87,2344.73,2358.84,-0.164
03/31/17,2364.82,2370.35,2362.6,2362.72,-0.226
03/30/17,2361.31,2370.42,2358.58,2368.06,0.294
03/29/17,2356.54,2363.36,2352.94,2361.13,0.109
03/28/17,2339.79,2363.78,2337.63,2358.57,0.725
03/27/17,2329.11,2344.9,2322.25,2341.59,-0.102
03/24/17,2350.42,2356.22,2335.74,2343.98,-0.084
03/23/17,2345.97,2358.92,2342.13,2345.96,-0.106
03/22/17,2343,2351.81,2336.45,2348.45,0.189
03/21/17,2379.32,2381.93,2341.9,2344.02,-1.241
03/20/17,2378.24,2379.55,2369.66,2373.47,-0.201
03/17/17,2383.71,2385.71,2377.64,2378.25,-0.131
03/16/17,2387.71,2388.1,2377.18,2381.38,-0.163
03/15/17,2370.34,2390.01,2368.94,2385.26,0.837
03/14/17,2368.55,2368.55,2358.18,2365.45,-0.338
03/13/17,2371.56,2374.42,2368.52,2373.47,0.037
03/10/17,2372.52,2376.86,2363.04,2372.6,0.327
03/09/17,2363.49,2369.08,2354.54,2364.87,0.080
03/08/17,2369.81,2373.09,2361.01,2362.98,-0.228
03/07/17,2370.74,2375.12,2365.51,2368.39,-0.291
03/06/17,2375.23,2378.8,2367.98,2375.31,-0.328
03/03/17,2380.92,2383.89,2375.39,2383.12,0.050
03/02/17,2394.75,2394.75,2380.17,2381.92,-0.586
03/01/17,2380.13,2400.98,2380.13,2395.96,1.367
02/28/17,2366.08,2367.79,2358.96,2363.64,-0.258
02/27/17,2365.23,2371.54,2361.87,2369.75,0.102
02/24/17,2355.73,2367.34,2352.87,2367.34,0.149
02/23/17,2367.5,2368.26,2355.09,2363.81,0.042
02/22/17,2361.11,2365.13,2358.34,2362.82,-0.108
02/21/17,2354.91,2366.71,2354.91,2365.38,0.605
02/17/17,2343.01,2351.16,2339.58,2351.16,0.168
02/16/17,2349.64,2351.31,2338.87,2347.22,-0.086
02/15/17,2335.58,2351.3,2334.81,2349.25,0.499
02/14/17,2326.12,2337.58,2322.17,2337.58,0.401
02/13/17,2321.72,2331.58,2321.42,2328.25,0.525
02/10/17,2312.27,2319.23,2311.1,2316.1,0.357
02/09/17,2296.7,2311.08,2296.61,2307.87,0.575
02/08/17,2289.55,2295.91,2285.38,2294.67,0.069
02/07/17,2295.87,2299.4,2290.16,2293.08,0.023
02/06/17,2294.28,2296.18,2288.57,2292.56,-0.212
02/03/17,2288.54,2298.31,2287.88,2297.42,0.726
02/02/17,2276.69,2283.97,2271.65,2280.85,0.057
02/01/17,2285.59,2289.14,2272.44,2279.55,0.030
01/31/17,2274.02,2279.09,2267.21,2278.87,-0.089
01/30/17,2286.01,2286.01,2268.04,2280.9,-0.601
01/27/17,2299.02,2299.02,2291.62,2294.69,-0.087
01/26/17,2298.63,2300.99,2294.08,2296.68,-0.074
01/25/17,2288.88,2299.55,2288.88,2298.37,0.803
01/24/17,2267.88,2284.63,2266.68,2280.07,0.656
01/23/17,2267.78,2271.78,2257.02,2265.2,-0.269
01/20/17,2269.96,2276.96,2265.01,2271.31,0.337
01/19/17,2271.9,2274.33,2258.41,2263.69,-0.361
01/18/17,2269.14,2272.01,2263.35,2271.89,0.176
01/17/17,2269.14,2272.08,2262.81,2267.89,-0.297
01/13/17,2272.74,2278.68,2271.51,2274.64,0.185
01/12/17,2271.14,2271.78,2254.25,2270.44,-0.214
01/11/17,2268.6,2275.32,2260.83,2275.32,0.283
01/10/17,2269.72,2279.27,2265.27,2268.9,0.000
01/09/17,2273.59,2275.49,2268.9,2268.9,-0.355
01/06/17,2271.14,2282.1,2264.06,2276.98,0.352
01/05/17,2268.18,2271.5,2260.45,2269,-0.077
01/04/17,2261.6,2272.82,2261.6,2270.75,0.572
01/03/17,2251.57,2263.88,2245.13,2257.83,0.849
12/30/16,2251.61,2253.58,2233.62,2238.83,-0.464
12/29/16,2249.5,2254.51,2244.56,2249.26,-0.029
12/28/16,2270.23,2271.31,2249.11,2249.92,-0.836
12/27/16,2266.23,2273.82,2266.15,2268.88,0.225
12/23/16,2260.25,2263.79,2258.84,2263.79,0.125
12/22/16,2262.93,2263.18,2256.08,2260.96,-0.186
12/21/16,2270.54,2271.23,2265.15,2265.18,-0.246
12/20/16,2266.5,2272.56,2266.14,2270.76,0.364
12/19/16,2259.24,2267.47,2258.21,2262.53,0.198
12/16/16,2266.81,2268.05,2254.24,2258.07,-0.175
12/15/16,2253.77,2272.12,2253.77,2262.03,0.388
12/14/16,2268.35,2276.2,2248.44,2253.28,-0.812
12/13/16,2263.32,2277.53,2263.32,2271.72,0.654
12/12/16,2258.83,2264.03,2252.37,2256.96,-0.114
12/09/16,2249.73,2259.8,2249.23,2259.53,0.594
12/08/16,2241.13,2251.69,2237.57,2246.19,0.216
12/07/16,2210.72,2241.63,2208.93,2241.35,1.316
12/06/16,2207.26,2212.78,2202.21,2212.23,0.341
12/05/16,2200.65,2209.42,2199.97,2204.71,0.582
12/02/16,2191.12,2197.95,2188.37,2191.95,0.040
12/01/16,2200.17,2202.6,2187.44,2191.08,-0.352
11/30/16,2204.97,2214.1,2198.81,2198.81,-0.265
11/29/16,2200.76,2210.46,2198.15,2204.66,0.134
11/28/16,2210.21,2211.14,2200.36,2201.72,-0.525
11/25/16,2206.27,2213.35,2206.27,2213.35,0.391
11/23/16,2198.55,2204.72,2194.51,2204.72,0.081
11/22/16,2201.56,2204.8,2194.51,2202.94,0.217
11/21/16,2186.43,2198.7,2186.43,2198.18,0.746
11/18/16,2186.85,2189.89,2180.38,2181.9,-0.239
11/17/16,2178.61,2188.06,2176.65,2187.12,0.468
11/16/16,2177.53,2179.22,2172.2,2176.94,-0.158
11/15/16,2168.29,2180.84,2166.38,2180.39,0.748
11/14/16,2165.64,2171.36,2156.08,2164.2,-0.012
11/11/16,2162.71,2165.92,2152.49,2164.45,-0.140
11/10/16,2167.49,2182.3,2151.17,2167.48,0.195
11/09/16,2131.56,2170.1,2125.35,2163.26,1.108
11/08/16,2129.92,2146.87,2123.56,2139.56,0.377
11/07/16,2100.59,2132,2100.59,2131.52,2.222
11/04/16,2083.79,2099.07,2083.79,2085.18,-0.167
11/03/16,2098.8,2102.56,2085.23,2088.66,-0.442
11/02/16,2109.43,2111.76,2094,2097.94,-0.653
11/01/16,2128.68,2131.45,2097.85,2111.72,-0.679
10/31/16,2129.78,2133.25,2125.53,2126.15,-0.012
10/28/16,2132.23,2140.72,2119.36,2126.41,-0.311
10/27/16,2144.06,2147.13,2132.52,2133.04,-0.299
10/26/16,2136.97,2145.73,2131.59,2139.43,-0.174
10/25/16,2149.72,2151.44,2141.93,2143.16,-0.380
10/24/16,2148.5,2154.79,2146.91,2151.33,0.475
10/21/16,2139.43,2142.63,2130.09,2141.16,-0.008
10/20/16,2142.51,2147.18,2133.44,2141.34,-0.138
10/19/16,2140.81,2148.44,2138.15,2144.29,0.219
10/18/16,2138.31,2144.38,2135.49,2139.6,0.616
10/17/16,2132.95,2135.61,2124.43,2126.5,-0.304
10/14/16,2139.68,2149.19,2132.98,2132.98,0.020
