Date, Open, High, Low, Close,%Change
10/13/16,2130.26,2138.19,2114.72,2132.55,-0.310
10/12/16,2137.67,2145.36,2132.77,2139.18,0.115
10/11/16,2161.35,2161.56,2128.84,2136.73,-1.245
10/10/16,2160.39,2169.6,2160.39,2163.66,0.461
10/07/16,2164.19,2165.86,2144.85,2153.74,-0.325
10/06/16,2158.22,2162.93,2150.28,2160.77,0.048
10/05/16,2155.15,2163.95,2155.15,2159.73,0.430
10/04/16,2163.37,2165.46,2144.01,2150.49,-0.496
10/03/16,2164.33,2164.41,2154.77,2161.2,-0.326
09/30/16,2156.51,2175.3,2156.51,2168.27,0.797
09/29/16,2168.9,2172.67,2145.2,2151.13,-0.932
09/28/16,2161.85,2172.4,2151.79,2171.37,0.530
09/27/16,2146.04,2161.13,2141.55,2159.93,0.644
09/26/16,2158.54,2158.54,2145.04,2146.1,-0.859
09/23/16,2173.29,2173.75,2163.97,2164.69,-0.574
09/22/16,2170.94,2179.99,2170.94,2177.18,0.650
09/21/16,2144.58,2165.11,2139.57,2163.12,1.092
09/20/16,2145.94,2150.8,2139.17,2139.76,0.030
09/19/16,2143.99,2153.61,2135.91,2139.12,-0.002
09/16/16,2146.48,2146.48,2131.2,2139.16,-0.377
09/15/16,2125.36,2151.31,2122.36,2147.26,1.011
09/14/16,2127.86,2141.33,2119.9,2125.77,-0.059
09/13/16,2150.47,2150.47,2120.27,2127.02,-1.483
09/12/16,2120.86,2163.3,2119.12,2159.04,1.468
09/09/16,2169.08,2169.08,2127.81,2127.81,-2.452
09/08/16,2182.76,2184.94,2177.49,2181.3,-0.222
09/07/16,2185.17,2187.87,2179.07,2186.16,-0.015
09/06/16,2181.61,2186.57,2175.1,2186.48,0.298
09/02/16,2177.49,2184.87,2173.59,2179.98,0.420
09/01/16,2171.33,2173.56,2157.09,2170.86,-0.004
08/31/16,2173.56,2173.79,2161.35,2170.95,-0.238
08/30/16,2179.45,2182.27,2170.41,2176.12,-0.195
08/29/16,2170.19,2183.48,2170.19,2180.38,0.523
08/26/16,2175.1,2187.94,2160.39,2169.04,-0.158
08/25/16,2173.29,2179,2169.74,2172.47,-0.137
08/24/16,2185.09,2186.66,2171.25,2175.44,-0.524
08/23/16,2187.81,2193.42,2186.8,2186.9,0.195
08/22/16,2181.58,2185.15,2175.96,2182.64,-0.056
08/19/16,2184.24,2185,2175.13,2183.87,-0.144
08/18/16,2181.9,2187.03,2180.46,2187.02,0.220
08/17/16,2177.84,2183.08,2168.5,2182.22,0.187
08/16/16,2186.24,2186.24,2178.14,2178.15,-0.548
08/15/16,2186.08,2193.81,2186.08,2190.15,0.279
08/12/16,2183.74,2186.28,2179.42,2184.05,-0.080
08/11/16,2177.97,2188.45,2177.97,2185.79,0.473
08/10/16,2182.81,2183.41,2172,2175.49,-0.286
08/09/16,2182.24,2187.66,2178.61,2181.74,0.039
08/08/16,2183.76,2185.44,2177.85,2180.89,-0.091
08/05/16,2168.79,2182.87,2168.79,2182.87,0.860
08/04/16,2163.51,2168.19,2159.07,2164.25,0.021
08/03/16,2156.81,2163.79,2152.56,2163.79,0.313
08/02/16,2169.94,2170.2,2147.58,2157.03,-0.636
08/01/16,2173.15,2178.29,2166.21,2170.84,-0.127
07/29/16,2168.83,2177.09,2163.49,2173.6,0.163
07/28/16,2166.05,2172.85,2159.74,2170.06,0.161
07/27/16,2169.81,2174.98,2159.07,2166.58,-0.120
07/26/16,2168.97,2173.54,2160.18,2169.18,0.032
07/25/16,2173.71,2173.71,2161.95,2168.48,-0.301
07/22/16,2166.47,2175.11,2163.24,2175.03,0.455
07/21/16,2172.91,2174.56,2159.75,2165.17,-0.361
07/20/16,2166.1,2175.63,2164.89,2173.02,0.427
07/19/16,2163.79,2164.63,2159.01,2163.78,-0.144
07/18/16,2162.04,2168.35,2159.63,2166.89,0.238
07/15/16,2165.13,2169.05,2155.79,2161.74,-0.093
07/14/16,2157.88,2168.99,2157.88,2163.75,0.526
07/13/16,2153.81,2156.45,2146.21,2152.43,0.013
07/12/16,2139.5,2155.4,2139.5,2152.14,0.701
07/11/16,2131.72,2143.16,2131.72,2137.16,0.341
07/08/16,2106.97,2131.71,2106.97,2129.9,1.525
07/07/16,2100.42,2109.08,2089.39,2097.9,-0.087
07/06/16,2084.43,2100.72,2074.02,2099.73,0.535
07/05/16,2095.05,2095.05,2080.86,2088.55,-0.685
07/01/16,2099.34,2108.71,2097.9,2102.95,0.195
06/30/16,2073.17,2098.94,2070,2098.86,1.357
06/29/16,2042.69,2073.13,2042.69,2070.77,1.703
06/28/16,2006.67,2036.09,2006.67,2036.09,1.777
06/27/16,2031.45,2031.45,1991.68,2000.54,-1.810
06/24/16,2103.81,2103.81,2032.57,2037.41,-3.592
06/23/16,2092.8,2113.32,2092.8,2113.32,1.336
06/22/16,2089.75,2099.71,2084.36,2085.45,-0.165
06/21/16,2085.19,2093.66,2083.02,2088.9,0.271
06/20/16,2075.58,2100.66,2075.58,2083.25,0.581
06/17/16,2078.2,2078.2,2062.84,2071.22,-0.326
06/16/16,2066.36,2079.62,2050.37,2077.99,0.313
06/15/16,2077.6,2085.65,2069.8,2071.5,-0.184
06/14/16,2076.65,2081.3,2064.1,2075.32,-0.180
06/13/16,2091.75,2098.12,2078.46,2079.06,-0.812
06/10/16,2109.57,2109.57,2089.96,2096.07,-0.918
06/09/16,2115.65,2117.64,2107.73,2115.48,-0.172
06/08/16,2112.71,2120.55,2112.71,2119.12,0.331
06/07/16,2110.18,2119.22,2110.18,2112.13,0.129
06/06/16,2100.83,2113.36,2100.83,2109.41,0.490
06/03/16,2104.07,2104.07,2085.36,2099.13,-0.291
06/02/16,2097.71,2105.26,2088.59,2105.26,0.282
06/01/16,2093.94,2100.97,2085.1,2099.33,0.113
05/31/16,2100.13,2103.48,2088.66,2096.96,-0.100
05/27/16,2090.06,2099.06,2090.06,2099.06,0.429
05/26/16,2091.44,2094.3,2087.08,2090.1,-0.021
05/25/16,2078.93,2094.73,2078.93,2090.54,0.697
05/24/16,2052.65,2079.67,2052.65,2076.06,1.368
05/23/16,2052.23,2055.58,2047.26,2048.04,-0.209
05/20/16,2041.88,2058.35,2041.88,2052.32,0.602
05/19/16,2044.21,2044.21,2025.91,2040.04,-0.371
05/18/16,2044.38,2060.61,2034.49,2047.63,0.021
05/17/16,2065.04,2065.69,2040.82,2047.21,-0.941
05/16/16,2046.53,2071.88,2046.53,2066.66,0.980
05/13/16,2062.5,2066.79,2043.13,2046.61,-0.848
05/12/16,2067.17,2073.99,2053.13,2064.11,-0.017
05/11/16,2083.29,2083.29,2064.46,2064.46,-0.956
05/10/16,2062.63,2084.87,2062.63,2084.39,1.248
05/09/16,2057.55,2064.15,2054.31,2058.69,0.075
05/06/16,2047.77,2057.72,2039.45,2057.14,0.317
05/05/16,2052.95,2060.23,2045.77,2050.63,-0.024
05/04/16,2060.3,2060.3,2045.55,2051.12,-0.594
05/03/16,2077.18,2077.18,2054.89,2063.37,-0.868
05/02/16,2067.17,2083.42,2066.11,2081.43,0.781
04/29/16,2071.82,2073.85,2052.28,2065.3,-0.506
04/28/16,2090.93,2099.3,2071.62,2075.81,-0.923
04/27/16,2092.33,2099.89,2082.31,2095.15,0.165
04/26/16,2089.84,2096.87,2085.8,2091.7,0.187
04/25/16,2089.37,2089.37,2077.52,2087.79,-0.181
04/22/16,2091.49,2094.32,2081.2,2091.58,0.005
04/21/16,2102.09,2103.78,2088.52,2091.48,-0.519
04/20/16,2101.52,2111.05,2096.32,2102.4,0.076
04/19/16,2096.05,2104.05,2091.68,2100.8,0.308
04/18/16,2078.83,2094.66,2073.65,2094.34,0.654
04/15/16,2083.1,2083.22,2076.31,2080.73,-0.098
04/14/16,2082.89,2087.84,2078.13,2082.78,0.017
04/13/16,2065.92,2083.18,2065.92,2082.42,1.004
04/12/16,2043.72,2065.05,2039.74,2061.72,0.966
04/11/16,2050.23,2062.93,2041.88,2041.99,-0.274
04/08/16,2045.54,2060.63,2041.69,2047.6,0.279
04/07/16,2063.01,2063.01,2033.8,2041.91,-1.198
04/06/16,2045.56,2067.33,2043.09,2066.66,1.051
04/05/16,2062.5,2062.5,2042.56,2045.17,-1.014
04/04/16,2073.19,2074.02,2062.57,2066.13,-0.321
04/01/16,2056.62,2075.07,2043.98,2072.78,0.633
03/31/16,2063.77,2067.92,2057.46,2059.74,-0.204
03/30/16,2058.27,2072.21,2058.27,2063.95,0.435
03/29/16,2035.75,2055.91,2028.31,2055.01,0.882
03/28/16,2037.89,2042.67,2031.96,2037.05,0.055
03/24/16,2032.48,2036.04,2022.49,2035.94,-0.038
03/23/16,2048.55,2048.55,2034.86,2036.71,-0.639
03/22/16,2048.64,2056.6,2040.57,2049.8,-0.088
03/21/16,2047.88,2053.91,2043.14,2051.6,0.099
03/18/16,2041.16,2052.36,2041.16,2049.58,0.441
03/17/16,2026.9,2046.24,2022.16,2040.59,0.660
03/16/16,2014.24,2032.02,2010.04,2027.22,0.560
03/15/16,2015.27,2015.94,2005.23,2015.93,-0.184
03/14/16,2019.27,2024.57,2012.05,2019.64,-0.126
03/11/16,1994.71,2022.37,1994.71,2022.19,1.640
03/10/16,1990.97,2005.08,1969.25,1989.57,0.016
03/09/16,1981.44,1992.69,1979.84,1989.26,0.505
03/08/16,1996.88,1996.88,1977.43,1979.26,-1.124
03/07/16,1996.11,2006.12,1989.38,2001.76,0.089
03/04/16,1994.01,2009.13,1986.77,1999.99,0.331
03/03/16,1985.6,1993.69,1977.37,1993.4,0.350
03/02/16,1976.6,1986.51,1968.8,1986.45,0.409
03/01/16,1937.09,1978.35,1937.09,1978.35,2.387
02/29/16,1947.13,1958.27,1931.81,1932.23,-0.812
02/26/16,1954.95,1962.96,1945.78,1948.05,-0.187
02/25/16,1931.87,1951.83,1925.41,1951.7,1.135
02/24/16,1917.56,1932.08,1891,1929.8,0.444
02/23/16,1942.38,1942.38,1919.44,1921.27,-1.245
02/22/16,1924.44,1946.7,1924.44,1945.5,1.445
02/19/16,1916.74,1918.78,1902.17,1917.78,-0.003
02/18/16,1927.57,1930,1915.09,1917.83,-0.467
02/17/16,1898.8,1930.68,1898.8,1926.82,1.648
02/16/16,1871.44,1895.77,1871.44,1895.58,1.652
02/12/16,1833.4,1864.78,1833.4,1864.78,1.952
02/11/16,1847,1847,1810.1,1829.08,-1.230
02/10/16,1857.1,1881.6,1850.32,1851.86,-0.019
02/09/16,1848.46,1868.25,1834.94,1852.21,-0.066
02/08/16,1873.25,1873.25,1828.46,1853.44,-1.415
02/05/16,1913.07,1913.07,1872.65,1880.05,-1.848
02/04/16,1911.67,1927.35,1900.52,1915.45,0.153
02/03/16,1907.07,1918.01,1872.23,1912.53,0.499
02/02/16,1935.26,1935.26,1897.29,1903.03,-1.874
02/01/16,1936.94,1947.2,1920.3,1939.38,-0.044
01/29/16,1894,1940.24,1894,1940.24,2.476
01/28/16,1885.22,1902.96,1873.65,1893.36,0.553
01/27/16,1902.52,1916.99,1872.7,1882.95,-1.086
01/26/16,1878.79,1906.73,1878.79,1903.63,1.414
01/25/16,1906.28,1906.28,1875.97,1877.08,-1.564
01/22/16,1877.4,1908.85,1877.4,1906.9,2.028
01/21/16,1861.46,1889.85,1848.98,1868.99,0.520
01/20/16,1876.18,1876.18,1812.29,1859.33,-1.169
01/19/16,1888.66,1901.44,1864.6,1881.33,0.053
01/15/16,1916.68,1916.68,1857.83,1880.33,-2.160
01/14/16,1891.68,1934.47,1878.93,1921.84,1.670
01/13/16,1940.34,1950.33,1886.41,1890.28,-2.497
01/12/16,1927.83,1947.38,1914.35,1938.68,0.780
01/11/16,1926.12,1935.65,1901.1,1923.67,0.085
01/08/16,1945.97,1960.4,1918.46,1922.03,-1.084
01/07/16,1985.32,1985.32,1938.83,1943.09,-2.370
01/06/16,2011.71,2011.71,1979.05,1990.26,-1.312
01/05/16,2013.78,2021.94,2004.17,2016.71,0.201
01/04/16,2038.2,2038.2,1989.68,2012.66,-1.530
12/31/15,2060.59,2062.54,2043.62,2043.94,-0.941
12/30/15,2077.34,2077.34,2061.97,2063.36,-0.722
12/29/15,2060.54,2081.56,2060.54,2078.36,1.063
12/28/15,2057.77,2057.77,2044.2,2056.5,-0.218
12/24/15,2063.52,2067.36,2058.73,2060.99,-0.160
12/23/15,2042.2,2064.73,2042.2,2064.29,1.242
12/22/15,2023.15,2042.74,2020.49,2038.97,0.882
12/21/15,2010.27,2022.9,2005.93,2021.15,0.778
12/18/15,2040.81,2040.81,2005.33,2005.55,-1.780
12/17/15,2073.76,2076.37,2041.66,2041.89,-1.504
12/16/15,2046.5,2076.72,2042.43,2073.07,1.451
12/15/15,2025.55,2053.87,2025.55,2043.41,1.062
12/14/15,2013.37,2022.92,1993.26,2021.94,0.476
12/11/15,2047.27,2047.27,2008.8,2012.37,-1.942
12/10/15,2047.93,2067.65,2045.67,2052.23,0.225
12/09/15,2061.17,2080.33,2036.53,2047.62,-0.774
12/08/15,2073.39,2073.85,2052.32,2063.59,-0.649
12/07/15,2090.42,2090.42,2066.78,2077.07,-0.699
12/04/15,2051.24,2093.84,2051.24,2091.69,2.053
12/03/15,2080.71,2085,2042.35,2049.62,-1.437
12/02/15,2101.71,2104.27,2077.11,2079.51,-1.100
12/01/15,2082.93,2103.37,2082.93,2102.63,1.068
11/30/15,2090.95,2093.81,2080.41,2080.41,-0.464
11/27/15,2088.82,2093.29,2084.13,2090.11,0.059
11/25/15,2089.3,2093,2086.3,2088.87,-0.013
11/24/15,2084.42,2094.12,2070.29,2089.14,0.122
11/23/15,2089.41,2095.61,2081.39,2086.59,-0.123
11/20/15,2082.82,2097.06,2082.82,2089.17,0.381
11/19/15,2083.7,2086.74,2078.76,2081.24,-0.112
11/18/15,2051.99,2085.31,2051.99,2083.58,1.616
11/17/15,2053.67,2066.69,2045.9,2050.44,-0.134
11/16/15,2022.08,2053.22,2019.39,2053.19,1.490
11/13/15,2044.64,2044.64,2022.02,2023.04,-1.121
11/12/15,2072.29,2072.29,2045.66,2045.97,-1.399
11/11/15,2083.41,2086.94,2074.85,2075,-0.323
11/10/15,2077.19,2083.67,2069.91,2081.72,0.151
11/09/15,2096.56,2096.56,2068.24,2078.58,-0.982
11/06/15,2098.6,2101.91,2083.74,2099.2,-0.035
11/05/15,2101.68,2108.78,2090.41,2099.93,-0.113
11/04/15,2110.6,2114.59,2096.98,2102.31,-0.355
11/03/15,2102.63,2116.48,2097.51,2109.79,0.273
11/02/15,2080.76,2106.2,2080.76,2104.05,1.187
10/30/15,2090,2094.32,2079.34,2079.36,-0.481
10/29/15,2088.35,2092.52,2082.63,2089.41,-0.045
10/28/15,2066.48,2090.35,2063.11,2090.35,1.184
10/27/15,2068.75,2070.37,2058.84,2065.89,-0.255
10/26/15,2075.08,2075.14,2066.53,2071.18,-0.191
10/23/15,2058.19,2079.74,2058.19,2075.15,1.103
10/22/15,2021.88,2055.2,2021.88,2052.51,1.663
10/21/15,2033.47,2037.97,2017.22,2018.94,-0.583
10/20/15,2033.13,2039.12,2026.61,2030.77,-0.142
10/19/15,2031.73,2034.45,2022.31,2033.66,0.027
10/16/15,2024.37,2033.54,2020.46,2033.11,0.457
10/15/15,1996.47,2024.15,1996.47,2023.86,1.485
10/14/15,2003.66,2009.56,1990.73,1994.24,-0.472
10/13/15,2015,2022.34,2001.78,2003.69,-0.683
10/12/15,2015.65,2018.66,2010.55,2017.46,0.128
10/09/15,2013.73,2020.13,2007.61,2014.89,0.073
10/08/15,1994.01,2016.5,1987.53,2013.43,0.882
10/07/15,1982.34,1999.31,1976.44,1995.83,0.804
10/06/15,1986.63,1991.62,1971.99,1979.92,-0.359
10/05/15,1954.33,1989.17,1954.33,1987.05,1.829
10/02/15,1921.77,1951.36,1893.7,1951.36,1.432
10/01/15,1919.65,1927.21,1900.7,1923.82,0.197
09/30/15,1887.14,1920.53,1887.14,1920.03,1.908
09/29/15,1881.9,1899.48,1871.91,1884.09,0.123
09/28/15,1929.18,1929.18,1879.21,1881.77,-2.567
09/25/15,1935.93,1952.89,1921.5,1931.34,-0.047
09/24/15,1934.81,1937.17,1908.92,1932.24,-0.336
09/23/15,1943.24,1949.52,1932.57,1938.76,-0.205
09/22/15,1961.39,1961.39,1929.22,1942.74,-1.232
09/21/15,1960.84,1979.64,1955.8,1966.97,0.457
09/18/15,1989.66,1989.66,1953.45,1958.03,-1.616
09/17/15,1995.33,2020.86,1986.73,1990.2,-0.256
09/16/15,1978.02,1997.26,1977.93,1995.31,0.871
09/15/15,1955.1,1983.19,1954.3,1978.09,1.283
09/14/15,1963.06,1963.06,1948.27,1953.03,-0.409
09/11/15,1951.45,1961.05,1939.19,1961.05,0.449
09/10/15,1941.59,1965.29,1937.19,1952.29,0.528
09/09/15,1971.45,1988.63,1937.88,1942.04,-1.390
09/08/15,1927.3,1970.42,1927.3,1969.41,2.508
09/04/15,1947.76,1947.76,1911.21,1921.22,-1.533
09/03/15,1950.79,1975.01,1944.72,1951.13,0.116
09/02/15,1916.52,1948.91,1916.52,1948.86,1.829
09/01/15,1970.09,1970.09,1903.07,1913.85,-2.958
08/31/15,1986.73,1986.73,1965.98,1972.18,-0.839
08/28/15,1986.06,1993.48,1975.19,1988.87,0.061
08/27/15,1942.77,1989.6,1942.77,1987.66,2.430
08/26/15,1872.75,1943.09,1872.75,1940.51,3.903
08/25/15,1898.08,1948.04,1867.08,1867.61,-1.352
08/24/15,1965.15,1965.15,1867.01,1893.21,-3.941
08/21/15,2034.08,2034.08,1970.89,1970.89,-3.185
08/20/15,2076.61,2076.61,2035.73,2035.73,-2.110
08/19/15,2095.69,2096.17,2070.53,2079.61,-0.825
08/18/15,2101.99,2103.47,2094.14,2096.92,-0.263
08/17/15,2089.7,2102.87,2079.3,2102.44,0.521
08/14/15,2083.15,2092.45,2080.61,2091.54,0.391
08/13/15,2086.19,2092.93,2078.26,2083.39,-0.128
08/12/15,2081.1,2089.06,2052.09,2086.05,0.095
08/11/15,2102.66,2102.66,2076.49,2084.07,-0.956
08/10/15,2080.98,2105.35,2080.98,2104.18,1.281
08/07/15,2082.61,2082.61,2067.91,2077.57,-0.287
08/06/15,2100.75,2103.32,2075.53,2083.56,-0.775
08/05/15,2095.27,2112.66,2095.27,2099.84,0.311
08/04/15,2097.68,2102.51,2088.6,2093.32,-0.225
08/03/15,2104.49,2105.7,2087.31,2098.04,-0.276
07/31/15,2111.6,2114.24,2102.07,2103.84,-0.227
07/30/15,2106.78,2110.48,2094.97,2108.63,0.003
07/29/15,2094.7,2110.6,2094.08,2108.57,0.732
07/28/15,2070.75,2095.6,2069.09,2093.25,1.239
07/27/15,2078.19,2078.19,2063.52,2067.64,-0.578
07/24/15,2102.24,2106.01,2077.09,2079.65,-1.070
07/23/15,2114.16,2116.87,2098.63,2102.15,-0.568
07/22/15,2118.21,2118.51,2110,2114.15,-0.239
07/21/15,2127.55,2128.49,2115.4,2119.21,-0.426
07/20/15,2126.85,2132.82,2123.65,2128.28,0.077
07/17/15,2126.8,2128.91,2119.88,2126.64,0.111
07/16/15,2110.55,2124.42,2110.55,2124.29,0.801
07/15/15,2109.01,2114.14,2102.49,2107.4,-0.073
07/14/15,2099.72,2111.98,2098.18,2108.95,0.445
07/13/15,2080.03,2100.67,2080.03,2099.6,1.107
07/10/15,2052.74,2081.31,2052.74,2076.62,1.234
07/09/15,2049.73,2074.28,2049.73,2051.31,0.226
07/08/15,2077.66,2077.66,2044.66,2046.68,-1.665
07/07/15,2069.52,2083.74,2044.02,2081.34,0.608
07/06/15,2073.95,2078.61,2058.4,2068.76,-0.386
07/02/15,2078.03,2085.06,2071.02,2076.78,-0.031
07/01/15,2067,2082.78,2067,2077.42,0.694
06/30/15,2061.19,2074.28,2056.32,2063.11,0.266
06/29/15,2098.63,2098.63,2056.64,2057.64,-2.087
06/26/15,2102.62,2108.92,2095.38,2101.49,-0.039
06/25/15,2109.96,2116.04,2101.78,2102.31,-0.297
06/24/15,2123.33,2125.1,2108.58,2108.58,-0.735
06/23/15,2123.16,2128.03,2119.89,2124.2,0.064
06/22/15,2112.5,2129.87,2112.5,2122.85,0.609
06/19/15,2121.03,2121.64,2109.38,2109.99,-0.530
06/18/15,2101.58,2126.65,2101.58,2121.24,0.990
06/17/15,2097.4,2106.79,2088.86,2100.44,0.198
06/16/15,2084.26,2097.4,2082.1,2096.29,0.569
06/15/15,2091.34,2091.34,2072.49,2084.43,-0.462
06/12/15,2107.43,2107.43,2091.33,2094.11,-0.699
06/11/15,2106.24,2115.02,2106.24,2108.86,0.174
06/10/15,2081.12,2108.5,2081.12,2105.2,1.204
06/09/15,2079.07,2085.62,2072.14,2080.15,0.042
06/08/15,2092.34,2093.01,2079.11,2079.28,-0.647
06/05/15,2095.09,2100.99,2085.67,2092.83,-0.144
06/04/15,2112.35,2112.89,2093.23,2095.84,-0.862
06/03/15,2110.64,2121.92,2109.61,2114.07,0.212
06/02/15,2110.41,2117.59,2099.14,2109.6,-0.101
06/01/15,2108.64,2119.15,2102.54,2111.73,0.206
05/29/15,2120.66,2120.66,2104.89,2107.39,-0.632
05/28/15,2122.27,2122.27,2112.86,2120.79,-0.127
05/27/15,2105.13,2126.22,2105.13,2123.48,0.916
05/26/15,2125.34,2125.34,2099.18,2104.2,-1.028
05/22/15,2130.36,2132.15,2126.06,2126.06,-0.223
05/21/15,2125.55,2134.28,2122.95,2130.82,0.234
05/20/15,2127.79,2134.72,2122.59,2125.85,-0.093
05/19/15,2129.45,2133.02,2124.5,2127.83,-0.064
05/18/15,2121.3,2131.78,2120.01,2129.2,0.305
05/15/15,2122.07,2123.89,2116.79,2122.73,0.077
05/14/15,2100.43,2121.45,2100.43,2121.1,1.078
05/13/15,2099.62,2110.19,2096.04,2098.48,-0.030
05/12/15,2102.87,2105.06,2085.57,2099.12,-0.295
05/11/15,2115.56,2117.69,2104.58,2105.33,-0.509
05/08/15,2092.13,2117.66,2092.13,2116.1,1.346
05/07/15,2079.96,2092.9,2074.99,2088,0.377
05/06/15,2091.26,2098.42,2067.93,2080.15,-0.446
05/05/15,2112.63,2115.24,2088.46,2089.46,-1.184
05/04/15,2110.23,2120.95,2110.23,2114.49,0.294
05/01/15,2087.38,2108.41,2087.38,2108.29,1.092
04/30/15,2105.52,2105.52,2077.59,2085.51,-1.013
04/29/15,2112.49,2113.65,2097.41,2106.85,-0.374
04/28/15,2108.35,2116.09,2094.89,2114.76,0.277
04/27/15,2119.29,2125.92,2107.04,2108.92,-0.414
04/24/15,2112.8,2120.92,2112.8,2117.69,0.225
04/23/15,2107.21,2120.49,2103.19,2112.93,0.236
04/22/15,2098.27,2109.98,2091.05,2107.96,0.509
04/21/15,2102.82,2109.64,2094.38,2097.29,-0.148
04/20/15,2084.11,2103.94,2084.11,2100.4,0.924
04/17/15,2102.58,2102.58,2072.37,2081.18,-1.131
04/16/15,2105.96,2111.3,2100.02,2104.99,-0.078
04/15/15,2097.82,2111.91,2097.82,2106.63,0.515
04/14/15,2092.28,2098.62,2083.24,2095.84,0.163
04/13/15,2102.03,2107.65,2092.33,2092.43,-0.458
04/10/15,2091.51,2102.61,2091.51,2102.06,0.520
04/09/15,2081.29,2093.31,2074.29,2091.18,0.446
04/08/15,2076.94,2086.69,2073.3,2081.9,0.268
04/07/15,2080.79,2089.81,2076.1,2076.33,-0.206
04/06/15,2064.87,2086.99,2056.52,2080.62,0.661
04/02/15,2060.03,2072.17,2057.32,2066.96,0.353
04/01/15,2067.63,2067.63,2048.38,2059.69,-0.397
03/31/15,2084.05,2084.05,2067.04,2067.89,-0.880
03/30/15,2064.11,2088.97,2064.11,2086.24,1.224
03/27/15,2055.78,2062.83,2052.96,2061.02,0.237
03/26/15,2059.94,2067.15,2045.5,2056.15,-0.238
03/25/15,2093.1,2097.43,2061.05,2061.05,-1.456
03/24/15,2103.94,2107.63,2091.5,2091.5,-0.614
03/23/15,2107.99,2114.86,2104.42,2104.42,-0.175
03/20/15,2090.32,2113.92,2090.32,2108.1,0.901
03/19/15,2098.69,2098.69,2085.56,2089.27,-0.487
03/18/15,2072.84,2106.85,2061.23,2099.5,1.216
03/17/15,2080.59,2080.59,2065.08,2074.28,-0.332
03/16/15,2055.35,2081.41,2055.35,2081.19,1.353
03/13/15,2064.56,2064.56,2041.17,2053.4,-0.607
03/12/15,2041.1,2066.41,2041.1,2065.95,1.260
03/11/15,2044.69,2050.08,2039.69,2040.24,-0.192
03/10/15,2076.14,2076.14,2044.16,2044.16,-1.696
03/09/15,2072.25,2083.49,2072.21,2079.43,0.394
03/06/15,2100.91,2100.91,2067.27,2071.26,-1.417
03/05/15,2098.54,2104.25,2095.22,2101.04,0.120
03/04/15,2107.72,2107.72,2087.62,2098.53,-0.439
03/03/15,2115.76,2115.76,2098.26,2107.78,-0.454
03/02/15,2105.23,2117.52,2104.5,2117.39,0.612
02/27/15,2110.88,2112.74,2103.75,2104.5,-0.296
02/26/15,2113.91,2113.91,2103.76,2110.74,-0.148
02/25/15,2115.3,2119.59,2109.89,2113.86,-0.077
02/24/15,2109.1,2117.94,2105.87,2115.48,0.276
02/23/15,2109.83,2110.05,2103,2109.66,-0.030
02/20/15,2097.65,2110.61,2085.44,2110.3,0.613
02/19/15,2099.25,2102.13,2090.79,2097.45,-0.106
02/18/15,2099.16,2100.23,2092.15,2099.68,-0.031
02/17/15,2096.47,2101.3,2089.8,2100.34,0.160
02/13/15,2088.78,2097.03,2086.7,2096.99,0.407
02/12/15,2069.98,2088.53,2069.98,2088.48,0.964
02/11/15,2068.55,2073.48,2057.99,2068.53,-0.003
02/10/15,2049.38,2070.86,2048.62,2068.59,1.068
02/09/15,2053.47,2056.16,2041.88,2046.74,-0.425
02/06/15,2062.28,2072.4,2049.97,2055.47,-0.342
02/05/15,2043.45,2063.55,2043.45,2062.52,1.029
02/04/15,2048.86,2054.74,2036.72,2041.51,-0.416
02/03/15,2022.71,2050.3,2022.71,2050.03,1.444
02/02/15,1996.67,2021.66,1980.9,2020.85,1.296
01/30/15,2019.35,2023.32,1993.38,1994.99,-1.299
01/29/15,2002.45,2024.64,1989.18,2021.25,0.953
01/28/15,2032.34,2042.49,2001.49,2002.16,-1.350
01/27/15,2047.86,2047.86,2019.91,2029.55,-1.339
01/26/15,2050.42,2057.62,2040.97,2057.09,0.257
01/23/15,2062.98,2062.98,2050.54,2051.82,-0.549
01/22/15,2034.3,2064.62,2026.38,2063.15,1.527
01/21/15,2020.19,2038.29,2012.04,2032.12,0.473
01/20/15,2020.76,2028.94,2004.49,2022.55,0.155
01/16/15,1992.25,2020.46,1988.12,2019.42,1.342
01/15/15,2013.75,2021.35,1991.47,1992.67,-0.925
01/14/15,2018.4,2018.4,1988.44,2011.27,-0.581
01/13/15,2031.58,2056.93,2008.25,2023.03,-0.258
01/12/15,2046.13,2049.3,2022.58,2028.26,-0.809
01/09/15,2063.45,2064.43,2038.33,2044.81,-0.840
01/08/15,2030.61,2064.08,2030.61,2062.14,1.789
01/07/15,2005.55,2029.61,2005.55,2025.9,1.163
01/06/15,2022.15,2030.25,1992.44,2002.61,-0.889
01/05/15,2054.44,2054.44,2017.34,2020.58,-1.828
01/02/15,2058.9,2072.36,2046.04,2058.2,-0.034
12/31/14,2082.11,2085.58,2057.94,2058.9,-1.031
12/30/14,2088.49,2088.49,2079.53,2080.35,-0.489
12/29/14,2087.63,2093.55,2085.75,2090.57,0.086
12/26/14,2084.3,2092.7,2084.3,2088.77,0.331
12/24/14,2083.25,2087.56,2081.86,2081.88,-0.014
12/23/14,2081.48,2086.73,2079.77,2082.17,0.175
12/22/14,2069.28,2078.76,2069.28,2078.54,0.381
12/19/14,2061.04,2077.85,2061.03,2070.65,0.457
12/18/14,2018.98,2061.23,2018.98,2061.23,2.402
